symbol,datetime,open,high,low,close
EURUSD,2026-06-22 00:00:00+00:00,1.1465,1.1473,1.1418,1.1427
EURUSD,2026-06-19 00:00:00+00:00,1.1457,1.148,1.1416,1.1468
EURUSD,2026-06-18 00:00:00+00:00,1.1499,1.1528,1.145,1.1456
EURUSD,2026-06-17 00:00:00+00:00,1.1607,1.1616,1.1477,1.1499
EURUSD,2026-06-16 00:00:00+00:00,1.159,1.1619,1.1573,1.1607
EURUSD,2026-06-15 00:00:00+00:00,1.1572,1.1622,1.1566,1.159
EURUSD,2026-06-12 00:00:00+00:00,1.1577,1.1589,1.1555,1.1568
EURUSD,2026-06-11 00:00:00+00:00,1.1535,1.1589,1.1502,1.1577
EURUSD,2026-06-10 00:00:00+00:00,1.1541,1.1572,1.153,1.1535
EURUSD,2026-06-09 00:00:00+00:00,1.154,1.1577,1.1525,1.1543
EURUSD,2026-06-08 00:00:00+00:00,1.1518,1.1554,1.1499,1.1534
EURUSD,2026-06-05 00:00:00+00:00,1.1615,1.1644,1.1516,1.1519
EURUSD,2026-06-04 00:00:00+00:00,1.1596,1.1645,1.1592,1.1609
EURUSD,2026-06-03 00:00:00+00:00,1.163,1.1633,1.1594,1.1595
EURUSD,2026-06-02 00:00:00+00:00,1.1627,1.1655,1.1613,1.1631
EURUSD,2026-06-01 00:00:00+00:00,1.1655,1.1665,1.1606,1.163
EURUSD,2026-05-29 00:00:00+00:00,1.165,1.1685,1.1622,1.1659
EURUSD,2026-05-28 00:00:00+00:00,1.1624,1.166,1.1584,1.1651
EURUSD,2026-05-27 00:00:00+00:00,1.1628,1.166,1.1621,1.1624
EURUSD,2026-05-26 00:00:00+00:00,1.164,1.1645,1.1615,1.1628
EURUSD,2026-05-25 00:00:00+00:00,1.1629,1.1653,1.1628,1.1643
EURUSD,2026-05-22 00:00:00+00:00,1.1618,1.1622,1.1587,1.1602
EURUSD,2026-05-21 00:00:00+00:00,1.1625,1.1635,1.1575,1.1618
EURUSD,2026-05-20 00:00:00+00:00,1.1601,1.1644,1.1582,1.1627
EURUSD,2026-05-19 00:00:00+00:00,1.1655,1.1661,1.1591,1.1604
EURUSD,2026-05-18 00:00:00+00:00,1.1624,1.166,1.1607,1.1655
EURUSD,2026-05-15 00:00:00+00:00,1.167,1.1673,1.1616,1.1625
EURUSD,2026-05-14 00:00:00+00:00,1.171,1.1721,1.1665,1.1668
EURUSD,2026-05-13 00:00:00+00:00,1.1735,1.1741,1.1695,1.171
EURUSD,2026-05-12 00:00:00+00:00,1.1779,1.1787,1.1721,1.1737
EURUSD,2026-05-11 00:00:00+00:00,1.1777,1.179,1.1746,1.1782
EURUSD,2026-05-08 00:00:00+00:00,1.1724,1.1787,1.172,1.1784
EURUSD,2026-05-07 00:00:00+00:00,1.1749,1.1778,1.1721,1.1725
EURUSD,2026-05-06 00:00:00+00:00,1.1691,1.1796,1.1689,1.1747
EURUSD,2026-05-05 00:00:00+00:00,1.1695,1.1713,1.1675,1.1692
EURUSD,2026-05-04 00:00:00+00:00,1.1733,1.1756,1.168,1.169
EURUSD,2026-05-01 00:00:00+00:00,1.1731,1.1785,1.1714,1.172
EURUSD,2026-04-30 00:00:00+00:00,1.167,1.1741,1.1654,1.173
EURUSD,2026-04-29 00:00:00+00:00,1.171,1.172,1.166,1.1677
EURUSD,2026-04-28 00:00:00+00:00,1.1723,1.1726,1.1676,1.1711
EURUSD,2026-04-27 00:00:00+00:00,1.1698,1.1754,1.1687,1.172
EURUSD,2026-04-24 00:00:00+00:00,1.1682,1.1723,1.1671,1.172
EURUSD,2026-04-23 00:00:00+00:00,1.1704,1.1716,1.1668,1.1683
EURUSD,2026-04-22 00:00:00+00:00,1.1743,1.1762,1.1702,1.1703
EURUSD,2026-04-21 00:00:00+00:00,1.1787,1.1791,1.1718,1.1742
EURUSD,2026-04-20 00:00:00+00:00,1.1758,1.179,1.1726,1.1787
EURUSD,2026-04-17 00:00:00+00:00,1.1775,1.1848,1.176,1.1762
EURUSD,2026-04-16 00:00:00+00:00,1.1799,1.1823,1.1766,1.1781
EURUSD,2026-04-15 00:00:00+00:00,1.1796,1.1807,1.1771,1.1798
EURUSD,2026-04-14 00:00:00+00:00,1.1756,1.1811,1.1752,1.1795
EURUSD,2026-04-13 00:00:00+00:00,1.1661,1.1765,1.1661,1.1757
EURUSD,2026-04-10 00:00:00+00:00,1.1697,1.1739,1.1676,1.1719
EURUSD,2026-04-09 00:00:00+00:00,1.1662,1.1723,1.1649,1.1699
EURUSD,2026-04-08 00:00:00+00:00,1.1592,1.1721,1.1585,1.1662
EURUSD,2026-04-07 00:00:00+00:00,1.154,1.1605,1.1522,1.1594
EURUSD,2026-04-06 00:00:00+00:00,1.1516,1.1571,1.1504,1.1541
EURUSD,2026-04-03 00:00:00+00:00,1.1537,1.1549,1.1512,1.1515
EURUSD,2026-04-02 00:00:00+00:00,1.1588,1.1605,1.1508,1.1537
EURUSD,2026-04-01 00:00:00+00:00,1.1552,1.1627,1.1548,1.1588
EURUSD,2026-03-31 00:00:00+00:00,1.1468,1.1563,1.1446,1.1552
EURUSD,2026-03-30 00:00:00+00:00,1.1511,1.1521,1.1442,1.1465
EURUSD,2026-03-27 00:00:00+00:00,1.1527,1.1547,1.1501,1.1508
EURUSD,2026-03-26 00:00:00+00:00,1.1558,1.1572,1.1519,1.1526
EURUSD,2026-03-25 00:00:00+00:00,1.1606,1.163,1.1554,1.1558
EURUSD,2026-03-24 00:00:00+00:00,1.1613,1.1628,1.1555,1.1607
EURUSD,2026-03-23 00:00:00+00:00,1.154,1.1639,1.1483,1.1612
EURUSD,2026-03-20 00:00:00+00:00,1.1588,1.1595,1.1524,1.157
EURUSD,2026-03-19 00:00:00+00:00,1.1451,1.1616,1.1442,1.1588
EURUSD,2026-03-18 00:00:00+00:00,1.1539,1.1555,1.1448,1.145
EURUSD,2026-03-17 00:00:00+00:00,1.1505,1.1547,1.1465,1.1538
EURUSD,2026-03-16 00:00:00+00:00,1.1412,1.1524,1.141,1.1503
EURUSD,2026-03-13 00:00:00+00:00,1.151,1.1529,1.141,1.1416
EURUSD,2026-03-12 00:00:00+00:00,1.1567,1.1575,1.1508,1.151
EURUSD,2026-03-11 00:00:00+00:00,1.1611,1.1645,1.1559,1.1566
EURUSD,2026-03-10 00:00:00+00:00,1.1636,1.1667,1.1605,1.161
EURUSD,2026-03-09 00:00:00+00:00,1.1567,1.1637,1.1505,1.1636
EURUSD,2026-03-06 00:00:00+00:00,1.1609,1.1621,1.1544,1.1618
EURUSD,2026-03-05 00:00:00+00:00,1.1633,1.1647,1.1558,1.1607
EURUSD,2026-03-04 00:00:00+00:00,1.1611,1.1654,1.1573,1.1633
EURUSD,2026-03-03 00:00:00+00:00,1.1687,1.1706,1.1528,1.1613
EURUSD,2026-03-02 00:00:00+00:00,1.1776,1.1795,1.1671,1.1687
EURUSD,2026-02-27 00:00:00+00:00,1.1796,1.1826,1.1785,1.1813
EURUSD,2026-02-26 00:00:00+00:00,1.1809,1.1828,1.1773,1.1797
EURUSD,2026-02-25 00:00:00+00:00,1.1772,1.1814,1.1769,1.1809
EURUSD,2026-02-24 00:00:00+00:00,1.179,1.1796,1.1765,1.1771
EURUSD,2026-02-23 00:00:00+00:00,1.1781,1.1834,1.1774,1.1784
EURUSD,2026-02-20 00:00:00+00:00,1.1772,1.1807,1.1742,1.178
EURUSD,2026-02-19 00:00:00+00:00,1.1782,1.1807,1.1741,1.1772
EURUSD,2026-02-18 00:00:00+00:00,1.1853,1.1857,1.1781,1.1782
EURUSD,2026-02-17 00:00:00+00:00,1.185,1.1855,1.1804,1.1853
EURUSD,2026-02-16 00:00:00+00:00,1.1867,1.1875,1.1845,1.185
EURUSD,2026-02-13 00:00:00+00:00,1.1869,1.1884,1.1845,1.1867
EURUSD,2026-02-12 00:00:00+00:00,1.1877,1.1889,1.1851,1.1869
EURUSD,2026-02-11 00:00:00+00:00,1.1893,1.1927,1.1831,1.187
EURUSD,2026-02-10 00:00:00+00:00,1.1912,1.1928,1.1886,1.1894
EURUSD,2026-02-09 00:00:00+00:00,1.1816,1.1926,1.1807,1.1913
EURUSD,2026-02-06 00:00:00+00:00,1.1777,1.1826,1.1764,1.1816
EURUSD,2026-02-05 00:00:00+00:00,1.1806,1.1821,1.1773,1.1775
EURUSD,2026-02-04 00:00:00+00:00,1.1818,1.1838,1.1789,1.1806
EURUSD,2026-02-03 00:00:00+00:00,1.1789,1.1828,1.1779,1.1818
USDJPY,2026-06-22 00:00:00+00:00,161.26,161.92,161.06,161.54
USDJPY,2026-06-19 00:00:00+00:00,161.37,161.45,160.98,161.28
USDJPY,2026-06-18 00:00:00+00:00,160.66,161.8,160.46,161.37
USDJPY,2026-06-17 00:00:00+00:00,160.38,160.79,160.1,160.63
USDJPY,2026-06-16 00:00:00+00:00,160.3,160.48,160.03,160.45
USDJPY,2026-06-15 00:00:00+00:00,160.22,160.39,159.72,160.32
USDJPY,2026-06-12 00:00:00+00:00,159.92,160.37,159.87,160.21
USDJPY,2026-06-11 00:00:00+00:00,160.5,160.59,159.64,159.92
USDJPY,2026-06-10 00:00:00+00:00,160.34,160.57,160.21,160.53
USDJPY,2026-06-09 00:00:00+00:00,160.12,160.44,160.03,160.36
USDJPY,2026-06-08 00:00:00+00:00,160.14,160.39,159.87,160.17
USDJPY,2026-06-05 00:00:00+00:00,160.01,160.34,159.82,160.29
USDJPY,2026-06-04 00:00:00+00:00,160.03,160.07,159.7,160.01
USDJPY,2026-06-03 00:00:00+00:00,159.89,160.09,159.35,160.03
USDJPY,2026-06-02 00:00:00+00:00,159.65,159.98,159.55,159.89
USDJPY,2026-06-01 00:00:00+00:00,159.3,159.76,159.21,159.65
USDJPY,2026-05-29 00:00:00+00:00,159.21,159.37,159.08,159.26
USDJPY,2026-05-28 00:00:00+00:00,159.51,159.65,159.11,159.23
USDJPY,2026-05-27 00:00:00+00:00,159.28,159.58,159.16,159.51
USDJPY,2026-05-26 00:00:00+00:00,158.89,159.38,158.81,159.29
USDJPY,2026-05-25 00:00:00+00:00,158.9,159.04,158.74,158.89
USDJPY,2026-05-22 00:00:00+00:00,158.95,159.23,158.87,159.19
USDJPY,2026-05-21 00:00:00+00:00,158.88,159.34,158.77,158.96
USDJPY,2026-05-20 00:00:00+00:00,159.05,159.16,158.57,158.91
USDJPY,2026-05-19 00:00:00+00:00,158.79,159.25,158.7,159.04
USDJPY,2026-05-18 00:00:00+00:00,158.51,159.08,158.5,158.83
USDJPY,2026-05-15 00:00:00+00:00,158.36,158.84,158.27,158.76
USDJPY,2026-05-14 00:00:00+00:00,157.83,158.42,157.4,158.35
USDJPY,2026-05-13 00:00:00+00:00,157.59,157.92,157.51,157.85
USDJPY,2026-05-12 00:00:00+00:00,157.15,157.76,157.04,157.61
USDJPY,2026-05-11 00:00:00+00:00,156.39,157.27,156.39,157.16
USDJPY,2026-05-08 00:00:00+00:00,156.89,156.99,156.42,156.65
USDJPY,2026-05-07 00:00:00+00:00,156.38,156.95,156.0,156.91
USDJPY,2026-05-06 00:00:00+00:00,157.86,157.93,155.02,156.39
USDJPY,2026-05-05 00:00:00+00:00,157.21,157.92,157.07,157.87
USDJPY,2026-05-04 00:00:00+00:00,156.77,157.3,155.87,157.22
USDJPY,2026-05-01 00:00:00+00:00,156.57,157.32,155.51,157.03
USDJPY,2026-04-30 00:00:00+00:00,160.39,160.72,155.54,156.57
USDJPY,2026-04-29 00:00:00+00:00,159.58,160.47,159.49,160.39
USDJPY,2026-04-28 00:00:00+00:00,159.41,159.78,158.93,159.61
USDJPY,2026-04-27 00:00:00+00:00,159.6,159.63,159.08,159.42
USDJPY,2026-04-24 00:00:00+00:00,159.6,159.84,159.29,159.37
USDJPY,2026-04-23 00:00:00+00:00,159.49,159.84,159.28,159.71
USDJPY,2026-04-22 00:00:00+00:00,159.36,159.57,159.08,159.48
USDJPY,2026-04-21 00:00:00+00:00,158.76,159.64,158.66,159.37
USDJPY,2026-04-20 00:00:00+00:00,158.59,159.2,158.54,158.79
USDJPY,2026-04-17 00:00:00+00:00,159.12,159.52,157.57,158.61
USDJPY,2026-04-16 00:00:00+00:00,159.0,159.3,158.25,159.18
USDJPY,2026-04-15 00:00:00+00:00,158.8,159.15,158.63,158.96
USDJPY,2026-04-14 00:00:00+00:00,159.44,159.46,158.59,158.77
USDJPY,2026-04-13 00:00:00+00:00,159.43,159.86,159.27,159.44
USDJPY,2026-04-10 00:00:00+00:00,158.95,159.37,158.9,159.29
USDJPY,2026-04-09 00:00:00+00:00,158.55,159.29,158.43,158.94
USDJPY,2026-04-08 00:00:00+00:00,159.52,159.61,157.86,158.58
USDJPY,2026-04-07 00:00:00+00:00,159.67,160.03,159.45,159.61
USDJPY,2026-04-06 00:00:00+00:00,159.49,159.82,159.28,159.68
USDJPY,2026-04-03 00:00:00+00:00,159.62,159.71,159.41,159.56
USDJPY,2026-04-02 00:00:00+00:00,158.78,159.74,158.52,159.59
USDJPY,2026-04-01 00:00:00+00:00,158.7,159.01,158.25,158.78
USDJPY,2026-03-31 00:00:00+00:00,159.73,159.97,158.64,158.71
USDJPY,2026-03-30 00:00:00+00:00,159.89,160.46,159.3,159.72
USDJPY,2026-03-27 00:00:00+00:00,159.66,160.41,159.43,160.31
USDJPY,2026-03-26 00:00:00+00:00,159.47,159.84,159.26,159.8
USDJPY,2026-03-25 00:00:00+00:00,158.69,159.5,158.55,159.46
USDJPY,2026-03-24 00:00:00+00:00,158.41,159.18,158.25,158.68
USDJPY,2026-03-23 00:00:00+00:00,159.22,159.65,158.02,158.43
USDJPY,2026-03-20 00:00:00+00:00,157.7,159.38,157.58,159.22
USDJPY,2026-03-19 00:00:00+00:00,159.85,159.86,157.49,157.72
USDJPY,2026-03-18 00:00:00+00:00,159.03,159.9,158.55,159.86
USDJPY,2026-03-17 00:00:00+00:00,159.09,159.49,158.7,158.98
USDJPY,2026-03-16 00:00:00+00:00,159.57,159.74,158.83,159.06
USDJPY,2026-03-13 00:00:00+00:00,159.33,159.74,158.98,159.71
USDJPY,2026-03-12 00:00:00+00:00,158.94,159.43,158.55,159.33
USDJPY,2026-03-11 00:00:00+00:00,158.04,158.97,157.84,158.94
USDJPY,2026-03-10 00:00:00+00:00,157.66,158.12,157.25,158.04
USDJPY,2026-03-09 00:00:00+00:00,157.78,158.89,157.62,157.64
USDJPY,2026-03-06 00:00:00+00:00,157.52,158.08,157.37,157.79
USDJPY,2026-03-05 00:00:00+00:00,157.05,157.85,156.43,157.57
USDJPY,2026-03-04 00:00:00+00:00,157.47,157.86,156.84,157.03
USDJPY,2026-03-03 00:00:00+00:00,157.39,157.96,157.13,157.71
USDJPY,2026-03-02 00:00:00+00:00,155.64,157.75,155.64,157.34
USDJPY,2026-02-27 00:00:00+00:00,156.11,156.23,155.51,156.05
USDJPY,2026-02-26 00:00:00+00:00,156.33,156.43,155.7,156.11
USDJPY,2026-02-25 00:00:00+00:00,155.88,156.82,155.33,156.33
USDJPY,2026-02-24 00:00:00+00:00,154.63,156.28,154.5,155.88
USDJPY,2026-02-23 00:00:00+00:00,154.92,155.04,153.98,154.62
USDJPY,2026-02-20 00:00:00+00:00,155.03,155.64,154.7,155.05
USDJPY,2026-02-19 00:00:00+00:00,154.78,155.34,154.53,154.98
USDJPY,2026-02-18 00:00:00+00:00,153.29,154.87,153.05,154.82
USDJPY,2026-02-17 00:00:00+00:00,153.51,153.92,152.69,153.28
USDJPY,2026-02-16 00:00:00+00:00,152.64,153.63,152.52,153.51
USDJPY,2026-02-13 00:00:00+00:00,152.72,153.66,152.57,152.68
USDJPY,2026-02-12 00:00:00+00:00,153.24,153.75,152.25,152.73
USDJPY,2026-02-11 00:00:00+00:00,154.38,154.65,152.54,153.24
USDJPY,2026-02-10 00:00:00+00:00,155.83,156.29,154.03,154.38
USDJPY,2026-02-09 00:00:00+00:00,157.2,157.72,155.5,155.86
USDJPY,2026-02-06 00:00:00+00:00,157.03,157.27,156.5,157.2
USDJPY,2026-02-05 00:00:00+00:00,156.82,157.33,156.51,157.03
USDJPY,2026-02-04 00:00:00+00:00,155.72,156.94,155.67,156.85
USDJPY,2026-02-03 00:00:00+00:00,155.62,156.08,155.28,155.73
AUDUSD,2026-06-22 00:00:00+00:00,0.7011,0.7019,0.6991,0.6999
AUDUSD,2026-06-19 00:00:00+00:00,0.7012,0.7024,0.6987,0.7011
AUDUSD,2026-06-18 00:00:00+00:00,0.7014,0.7041,0.6999,0.7014
AUDUSD,2026-06-17 00:00:00+00:00,0.7066,0.7075,0.6993,0.7014
AUDUSD,2026-06-16 00:00:00+00:00,0.7071,0.7079,0.7039,0.7066
AUDUSD,2026-06-15 00:00:00+00:00,0.7041,0.7088,0.7034,0.7071
AUDUSD,2026-06-12 00:00:00+00:00,0.7048,0.7059,0.7019,0.7043
AUDUSD,2026-06-11 00:00:00+00:00,0.6999,0.7054,0.6977,0.7048
AUDUSD,2026-06-10 00:00:00+00:00,0.7028,0.7037,0.6993,0.7002
AUDUSD,2026-06-09 00:00:00+00:00,0.7042,0.707,0.7003,0.7028
AUDUSD,2026-06-08 00:00:00+00:00,0.7037,0.7077,0.7016,0.7045
AUDUSD,2026-06-05 00:00:00+00:00,0.713,0.7143,0.7036,0.7045
AUDUSD,2026-06-04 00:00:00+00:00,0.7128,0.7148,0.712,0.7133
AUDUSD,2026-06-03 00:00:00+00:00,0.7178,0.7181,0.7124,0.7128
AUDUSD,2026-06-02 00:00:00+00:00,0.7155,0.7188,0.715,0.7178
AUDUSD,2026-06-01 00:00:00+00:00,0.7182,0.719,0.7133,0.7155
AUDUSD,2026-05-29 00:00:00+00:00,0.7158,0.72,0.7146,0.7183
AUDUSD,2026-05-28 00:00:00+00:00,0.7137,0.7169,0.7095,0.7163
AUDUSD,2026-05-27 00:00:00+00:00,0.7167,0.7179,0.7121,0.7137
AUDUSD,2026-05-26 00:00:00+00:00,0.7173,0.7176,0.7154,0.7167
AUDUSD,2026-05-25 00:00:00+00:00,0.7139,0.7181,0.7139,0.7173
AUDUSD,2026-05-22 00:00:00+00:00,0.7148,0.7154,0.7115,0.7124
AUDUSD,2026-05-21 00:00:00+00:00,0.7152,0.7168,0.7098,0.7147
AUDUSD,2026-05-20 00:00:00+00:00,0.7109,0.7174,0.7085,0.7149
AUDUSD,2026-05-19 00:00:00+00:00,0.7162,0.7176,0.7077,0.7109
AUDUSD,2026-05-18 00:00:00+00:00,0.7143,0.7184,0.7116,0.7166
AUDUSD,2026-05-15 00:00:00+00:00,0.722,0.7223,0.7137,0.7148
AUDUSD,2026-05-14 00:00:00+00:00,0.7262,0.7264,0.7214,0.722
AUDUSD,2026-05-13 00:00:00+00:00,0.7239,0.7271,0.7228,0.7258
AUDUSD,2026-05-12 00:00:00+00:00,0.7247,0.7252,0.7207,0.7239
AUDUSD,2026-05-11 00:00:00+00:00,0.7243,0.7259,0.7208,0.7247
AUDUSD,2026-05-08 00:00:00+00:00,0.7211,0.7249,0.7198,0.7244
AUDUSD,2026-05-07 00:00:00+00:00,0.7231,0.7264,0.7202,0.7209
AUDUSD,2026-05-06 00:00:00+00:00,0.7181,0.7277,0.7176,0.7236
AUDUSD,2026-05-05 00:00:00+00:00,0.7167,0.7197,0.7134,0.7182
AUDUSD,2026-05-04 00:00:00+00:00,0.7176,0.7224,0.7152,0.7167
AUDUSD,2026-05-01 00:00:00+00:00,0.7199,0.7227,0.7182,0.7203
AUDUSD,2026-04-30 00:00:00+00:00,0.7114,0.7203,0.7107,0.7199
AUDUSD,2026-04-29 00:00:00+00:00,0.7179,0.7189,0.71,0.7116
AUDUSD,2026-04-28 00:00:00+00:00,0.7186,0.7194,0.7149,0.718
AUDUSD,2026-04-27 00:00:00+00:00,0.714,0.7199,0.7124,0.7184
AUDUSD,2026-04-24 00:00:00+00:00,0.7127,0.7155,0.7112,0.7148
AUDUSD,2026-04-23 00:00:00+00:00,0.7159,0.7166,0.7109,0.7128
AUDUSD,2026-04-22 00:00:00+00:00,0.7147,0.7176,0.7144,0.7158
AUDUSD,2026-04-21 00:00:00+00:00,0.7173,0.7186,0.7128,0.7151
AUDUSD,2026-04-20 00:00:00+00:00,0.7157,0.718,0.7113,0.7177
AUDUSD,2026-04-17 00:00:00+00:00,0.7159,0.7221,0.715,0.7166
AUDUSD,2026-04-16 00:00:00+00:00,0.7169,0.7197,0.715,0.716
AUDUSD,2026-04-15 00:00:00+00:00,0.7121,0.7177,0.7115,0.7168
AUDUSD,2026-04-14 00:00:00+00:00,0.7092,0.7147,0.7075,0.7123
AUDUSD,2026-04-13 00:00:00+00:00,0.7018,0.71,0.6983,0.7094
AUDUSD,2026-04-10 00:00:00+00:00,0.7077,0.7093,0.7051,0.706
AUDUSD,2026-04-09 00:00:00+00:00,0.7039,0.7094,0.702,0.7079
AUDUSD,2026-04-08 00:00:00+00:00,0.6968,0.7084,0.6966,0.7043
AUDUSD,2026-04-07 00:00:00+00:00,0.6915,0.6978,0.6896,0.6975
AUDUSD,2026-04-06 00:00:00+00:00,0.689,0.6937,0.6874,0.6916
AUDUSD,2026-04-03 00:00:00+00:00,0.6904,0.6916,0.6882,0.689
AUDUSD,2026-04-02 00:00:00+00:00,0.6927,0.694,0.6858,0.6907
AUDUSD,2026-04-01 00:00:00+00:00,0.6899,0.6962,0.6894,0.6926
AUDUSD,2026-03-31 00:00:00+00:00,0.6851,0.6903,0.6832,0.69
AUDUSD,2026-03-30 00:00:00+00:00,0.6874,0.6886,0.6831,0.6851
AUDUSD,2026-03-27 00:00:00+00:00,0.6888,0.6912,0.6863,0.687
AUDUSD,2026-03-26 00:00:00+00:00,0.6947,0.6957,0.6874,0.6884
AUDUSD,2026-03-25 00:00:00+00:00,0.6996,0.7003,0.6942,0.6947
AUDUSD,2026-03-24 00:00:00+00:00,0.701,0.7024,0.6937,0.6993
AUDUSD,2026-03-23 00:00:00+00:00,0.7016,0.7062,0.6909,0.7008
AUDUSD,2026-03-20 00:00:00+00:00,0.7085,0.7097,0.7003,0.7023
AUDUSD,2026-03-19 00:00:00+00:00,0.7021,0.7108,0.6998,0.7086
AUDUSD,2026-03-18 00:00:00+00:00,0.7103,0.7123,0.7016,0.7022
AUDUSD,2026-03-17 00:00:00+00:00,0.707,0.7118,0.7048,0.7102
AUDUSD,2026-03-16 00:00:00+00:00,0.6993,0.7082,0.698,0.7069
AUDUSD,2026-03-13 00:00:00+00:00,0.7076,0.7092,0.6977,0.698
AUDUSD,2026-03-12 00:00:00+00:00,0.715,0.716,0.7071,0.7074
AUDUSD,2026-03-11 00:00:00+00:00,0.7119,0.7189,0.7111,0.7151
AUDUSD,2026-03-10 00:00:00+00:00,0.7074,0.717,0.7051,0.7119
AUDUSD,2026-03-09 00:00:00+00:00,0.6998,0.7078,0.6954,0.7073
AUDUSD,2026-03-06 00:00:00+00:00,0.7005,0.705,0.6975,0.703
AUDUSD,2026-03-05 00:00:00+00:00,0.7073,0.709,0.6972,0.7006
AUDUSD,2026-03-04 00:00:00+00:00,0.704,0.7084,0.6982,0.7073
AUDUSD,2026-03-03 00:00:00+00:00,0.7088,0.7123,0.6942,0.7033
AUDUSD,2026-03-02 00:00:00+00:00,0.7113,0.7118,0.7029,0.7091
AUDUSD,2026-02-27 00:00:00+00:00,0.7104,0.7133,0.7085,0.7113
AUDUSD,2026-02-26 00:00:00+00:00,0.7117,0.7138,0.7066,0.7104
AUDUSD,2026-02-25 00:00:00+00:00,0.7056,0.7128,0.7055,0.7123
AUDUSD,2026-02-24 00:00:00+00:00,0.7054,0.7073,0.7024,0.7055
AUDUSD,2026-02-23 00:00:00+00:00,0.7083,0.7112,0.7044,0.7053
AUDUSD,2026-02-20 00:00:00+00:00,0.7051,0.7094,0.7013,0.7083
AUDUSD,2026-02-19 00:00:00+00:00,0.7041,0.708,0.7023,0.7058
AUDUSD,2026-02-18 00:00:00+00:00,0.7085,0.7087,0.7033,0.7041
AUDUSD,2026-02-17 00:00:00+00:00,0.707,0.709,0.7027,0.7084
AUDUSD,2026-02-16 00:00:00+00:00,0.7054,0.7096,0.7053,0.7069
AUDUSD,2026-02-13 00:00:00+00:00,0.7088,0.7097,0.7041,0.7073
AUDUSD,2026-02-12 00:00:00+00:00,0.7122,0.7147,0.7074,0.7088
AUDUSD,2026-02-11 00:00:00+00:00,0.7074,0.7143,0.7062,0.7126
AUDUSD,2026-02-10 00:00:00+00:00,0.7089,0.7094,0.7062,0.7074
AUDUSD,2026-02-09 00:00:00+00:00,0.7008,0.7098,0.7004,0.7091
AUDUSD,2026-02-06 00:00:00+00:00,0.6925,0.7024,0.6895,0.7015
AUDUSD,2026-02-05 00:00:00+00:00,0.6995,0.7007,0.6924,0.6924
AUDUSD,2026-02-04 00:00:00+00:00,0.7019,0.7043,0.6967,0.6997
AUDUSD,2026-02-03 00:00:00+00:00,0.6946,0.705,0.6941,0.7022
